Mask_freq, Probe_level, Mask_level, Loss, Var0, Var1, Var2, Var3
60.0, 30, 40, 0.07792302953042748, 0.0, 0.0, -0.14, 0.0
60.0, 30, 60, 0.13102776385645468, 0.0, -0.0018886734074271578, 0.2853144100000001, 0.0
60.0, 30, 80, 0.15247162385055923, 0.0, -0.0018886734074271578, 5.020913000000002, 0.0
60.0, 60, 40, 0.35722370183906543, 0.0, -0.0018886734074271578, 0.9370870000000002, 0.0
60.0, 60, 60, 0.08426124271036015, 0.0, -0.0018886734074271578, 1.6669620000000005, 0.0
60.0, 60, 80, 0.1554776409259519, 0.0, -0.0018886734074271578, 3.8600649, 0.0
568.0, 30, 40, 0.04410206699309821, 0.0, -0.18102559000000007, 0.16349510000000006, 0.0
568.0, 30, 60, 1.106883472149992, 0.0, 4.094744000000002, 2.4121943000000003, 0.0
568.0, 30, 80, 1.1820543272341117, 0.0, 1.9399818, 60.674936000000294, 0.0
568.0, 60, 40, 0.1612668465993596, 0.06834067196024325, 2.676273658642033, 0.6153374319489425, 0.0002379982584855677
568.0, 60, 60, 0.34232160002618434, 0.0, 2.6149, -0.26010000000000005, 0.0
568.0, 60, 80, 1.2380087477250377, 0.0, 0.644409158622613, 13.76839999999998, 0.0003092759999999946
1370.0, 30, 40, 0.01287193784844882, 0.0005755594500233803, 1.632485968208862, 14.580746571765713, 0.07899134702676135
1370.0, 30, 60, 0.30071005571503145, 0.0, 3.504420470000001, 5.7009896427603515, 0.0
1370.0, 30, 80, 0.10070414270858445, 0.003443560960106353, 1.6987084938567674, 54.10681755210921, 1.6620552234339252
1370.0, 60, 40, 0.09431160089356909, 0.0, 0.44828559000000007, 0.5202056700000003, 0.0
1370.0, 60, 60, 0.6174230553439377, 0.0, 1.9742861939333154, -0.09756230000000003, 0.0
1370.0, 60, 80, 0.8305353169318109, 0.0014099504588790555, 0.6069017515445607, 34.3096981937292, 0.8612295327437741
2908.0, 30, 40, 0.12187528276491671, 0.1885064705364195, -0.36031448926359355, -0.29867738811144307, 0.5347359609552051
2908.0, 30, 60, 1.864927088282347, 0.5511297956873532, -0.3128817188441092, 0.6004431945562301, 2.108041663242993
2908.0, 30, 80, 5.050909279538229, 0.0, 0.5040000000000001, 25.578448000000026, 0.0
2908.0, 60, 40, 0.3027205245642973, 0.6715209482352467, 3.8180706608831074, 2.932105083351049, 0.0010145470206281426
2908.0, 60, 60, 0.25673878262119093, 7.161582407166792e-05, 4.8564081832130785, 2.3543756632962856, 0.00011804208796419736
2908.0, 60, 80, 0.5648242274653391, 2.1686586312988918e-05, 0.5127297868238747, 13.18188796807245, 0.8101470321753749
7000.0, 30, 40, 0.06483597050433712, 0.0, 2.7531062447000005, 0.0, 0.0
7000.0, 30, 60, 0.002108092639278372, 0.616027718732791, -0.40696273760393353, -0.008600619587245516, 0.011934994003583298
7000.0, 30, 80, 0.02948434477135287, 0.11199394944302306, 0.08692599198369783, -0.030157061671103866, 0.008798498987399872
7000.0, 60, 40, 0.22270060737362732, 2.3640867135550116e-05, 13.21884052696056, -0.1933805986670969, 0.337508274892007
7000.0, 60, 60, 0.12945077382432546, 0.0, 9.914397157085986, 0.0, 0.0
7000.0, 60, 80, 0.047443342794388804, 1.9649301403257117e-05, 10.68055525249193, -1.020889209833944, 0.3861051960642191
