Mask_freq, Probe_level, Mask_level, Loss, Var0, Var1, Var2
60.0, 30, 40, 0.08062499438645895, 0.9018856000000004, -4.036831530000001, -0.03720087000000001
60.0, 30, 60, 0.07388480005420316, 2.9047573500000006, 16522.33917847356, 534.6518038799445
60.0, 30, 80, 0.24623701558764627, 1.4915423005451214, -0.15641432884434361, 0.0006852385689222825
60.0, 60, 40, 0.1959833464740068, 1.837944121272772, 3711.0446397416163, 3780.088158501411
60.0, 60, 60, 0.02606742571814669, 0.8823486690072795, 5.556804234193608, 41.571586387661405
60.0, 60, 80, 0.1328124466684144, 1.7751411933203611, 3.145116131235868, 14.786471887399227
568.0, 30, 40, 0.045626114810517836, 0.6818166666666667, -2.9999718354888305, 0.037861088296362144
568.0, 30, 60, 0.7219705790223132, 2.6649194, 110841.04499599611, 484.9713679999966
568.0, 30, 80, 0.6243141582401792, 0.40729558999999993, 6728.04081824838, 5.977007872616009
568.0, 60, 40, 0.09472222222242913, 1.7394040000000008, -2.921045466814556, 687194791.7153338
568.0, 60, 60, 0.40437501444908186, 0.9037198617121083, 0.8110140758550731, -0.17362918235256503
568.0, 60, 80, 0.18821722829608356, 0.14370152850463846, 5.219541264126223, 4.629709469148253
1370.0, 30, 40, 0.021875140855328913, 0.0, 1046.1385970905992, 1.4907200000000005
1370.0, 30, 60, 0.45881942564454464, 0.0, 1673.1890751109995, 0.6340063000000002
1370.0, 30, 80, 0.22690052141443193, 0.0438465818781459, 3337.5828769867267, 2.2287244874197114
1370.0, 60, 40, 0.07459620504550085, 0.3568079316249394, -5.67515900736998, -0.04513061360828198
1370.0, 60, 60, 0.3410977968642267, 0.7469510165464311, -3448.724249589137, 899.5797438100007
1370.0, 60, 80, 1.0440101581190675, 0.0001723658107092537, -1109.214048858466, -0.11004202031426569
2908.0, 30, 40, 0.12249984126102811, 0.9053964194757539, -3.3146789393726825, -0.10768630226038738
2908.0, 30, 60, 1.870170785285084, 2.587032377161629, -0.9142889520226267, 0.3100212938396165
2908.0, 30, 80, 0.294399591139035, 0.012610708579358537, 2.211761792259755, 3.695226924670117
2908.0, 60, 40, 0.16832465631604002, 1.8189012112215006, 11.489022360112799, 70.72576908104408
2908.0, 60, 60, 0.1639525462973703, 0.7654528579658937, -3.048388784384641, 347881676570.98267
2908.0, 60, 80, 0.40683877807865304, 0.6890691064774287, 2.808292709357326, 2.308347417528077
7000.0, 30, 40, 0.03820530301166927, 0.8360974426924641, -53763.94061130399, 15.756301947621093
7000.0, 30, 60, 0.0025000000000000005, 0.0003009838357165562, 1147.4111805877064, -0.10327307897903491
7000.0, 30, 80, 0.03070778107192039, 2.5172256090686584, -3.089416694923895, 0.7420484469701887
7000.0, 60, 40, 0.2609079321181278, 0.0, -2.26223, 0.0
7000.0, 60, 60, 0.14937499999999998, 0.00010936823229637956, 1147.0895878379617, -0.1512592516875762
7000.0, 60, 80, 0.07437500000000001, 0.0001342947079692858, 1147.1941020047213, -0.2326397914650818
