Mask_freq, Probe_level, Mask_level, Loss, Var0, Var1, Var2
60.0, 30, 40, 0.08062500029178839, 0.0017537553000000008, -6.451812000000001, 0.0
60.0, 30, 60, 0.13736111160375247, 0.07, -7.257600000000002, 0.04592700000000001
60.0, 30, 80, 0.2462500408132785, 0.0, -4.928000000000001, 0.0
60.0, 60, 40, 0.21556254498581812, 1.773805497294766, -3.7018422794411903, 521498935.8459503
60.0, 60, 60, 0.026317812402827503, 0.7810929715193137, -2.9935711778000456, 31.375843955056443
60.0, 60, 80, 0.18607608852241575, 1.5560491327901436, 3084.4425587118185, 1.6203638785684404
568.0, 30, 40, 0.04562534222583658, 0.18927644683310685, -5.047443023424394, -0.05184729051960292
568.0, 30, 60, 1.198829996236162, 2.790721258575476, -22.283920089256466, 4.721741894243742
568.0, 30, 80, 0.6243148878381772, 0.4067783250081356, 6722.244449401444, 5.977347422622236
568.0, 60, 40, 0.22242886374213797, 0.4298662625408712, -2.2632231039857666, -0.43967166389609336
568.0, 60, 60, 0.40437500004455434, 0.0, 0.5926011300000001, -0.56
568.0, 60, 80, 0.18821762794937408, 0.14417252781022316, 5.218169685163462, 4.631059832951085
1370.0, 30, 40, 0.021875140855328917, 0.0, 1046.1397263895906, 1.4907200000000005
1370.0, 30, 60, 0.4588194444444444, 0.008100000000000001, 4091.9139344881673, 0.6340063000000002
1370.0, 30, 80, 0.22656320561969784, 0.19025563498086048, 518.9516583648121, 2.35831321738196
1370.0, 60, 40, 0.07461453130889739, 0.1569396540452957, -5.517003451346447, -0.09721145969523862
1370.0, 60, 60, 0.412129630503047, 0.6722567470890777, -3.013007606792542, 109557699.6408106
1370.0, 60, 80, 1.044050245997791, 0.004555839023546103, -1431.1572520089599, -0.10923107945323468
2908.0, 30, 40, 0.12312500269384026, 0.0, 0.5920224000000002, -0.56
2908.0, 30, 60, 1.8704861087807934, 0.42560459124699324, -2.1284538668416633, -0.45294629001312453
2908.0, 30, 80, 0.2944013142143853, 0.014010510360642658, 2.215698037205847, 3.6984820463577317
2908.0, 60, 40, 0.18906264904410944, 1.7610554398803662, 47.72353818672839, 43.96673110773933
2908.0, 60, 60, 0.21223199330543047, 0.8145155222922329, 24.92430801059233, 9.378040757190027
2908.0, 60, 80, 0.40683777989151887, 0.6901506162428208, 2.8140377278157844, 2.3099719117369872
7000.0, 30, 40, 0.0381942022053193, 0.8326967230071807, -61848.58141188191, 16.618702040200212
7000.0, 30, 60, 0.0025000000000000005, 0.00010312500000000001, 2293.76, 0.0
7000.0, 30, 80, 0.030704972999955883, 2.5312329415448893, -2.9147491093810327, 0.7703623808242792
7000.0, 60, 40, 0.2609079321181278, 0.0, -2.26223, 0.0
7000.0, 60, 60, 0.14937499999999998, 0.00010312500000000001, 1146.88, 0.0
7000.0, 60, 80, 0.07437500000000001, 0.00010312500000000001, 1146.88, 0.0
